State,Year,Group_Name,Sub_Group_Name,Cases_Acquitted,Cases_Chargesheeted,Cases_Convicted,Pending_Investigation_End,Pending_Trial_End,Cases_Reported,Cases_Sent_for_Trial,Trials_Completed,Total_Cases_for_Trial
Nagaland,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Odisha,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,1,0,0
Puducherry,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Punjab,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,3,0,0,3,5,0,0,0
Rajasthan,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,219,109,100,0
Sikkim,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,8,51,30,34,0
Tripura,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,6,0,0,0
Uttarakhand,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
West Bengal,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,26,0,1,23,0
Andaman & Nicobar Islands,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,0,12,88,1347,1348,0
Arunachal Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Assam,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Bihar,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,28,20,0,0,0
Chandigarh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,0
Chhattisgarh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,2,0,0,2,0,0,0
Dadra & Nagar Haveli,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Daman & Diu,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Delhi,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,6,1,1,0
Goa,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Gujarat,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,81,0,0,0
Haryana,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,0,0,0
Jammu & Kashmir,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Jharkhand,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,2,1,0
Karnataka,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Kerala,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,43,149,59,70,0
Lakshadweep,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,2,2,0
Maharashtra,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,62,9,7,0
Manipur,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Meghalaya,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Mizoram,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Nagaland,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Odisha,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,2,0,0,0
Puducherry,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Punjab,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,5,1,0,0
Rajasthan,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,1,0,1,297,102,100,0
Sikkim,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,4,57,35,28,0
Tripura,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,0
Uttarakhand,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
West Bengal,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,0,4,23,4,0,0
Andaman & Nicobar Islands,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,9,95,1005,998,0
Arunachal Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Assam,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Bihar,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,28,20,0,28,0
Chandigarh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,1,0,0
Chhattisgarh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Daman & Diu,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Delhi,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,7,0,0,0
Goa,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Gujarat,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,80,0,0,0
Haryana,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,0,0,0
Jammu & Kashmir,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Jharkhand,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,3,0,1,3,0,0,0
Karnataka,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Kerala,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,32,158,26,39,0
Lakshadweep,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,0,0,0
Maharashtra,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,2,67,2,3,0
Manipur,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Meghalaya,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Mizoram,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Nagaland,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Odisha,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,2,0,0,0
Puducherry,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Punjab,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,5,0,0,0
Rajasthan,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,1,0,2,356,131,130,0
Sikkim,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,41,25,28,0
Tripura,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,0
Uttarakhand,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
West Bengal,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,6,23,10,7,0
Andaman & Nicobar Islands,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,15,159,889,885,0
Arunachal Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Assam,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,2,0,0
Bihar,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,48,0,0,0
Chandigarh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,1,0,0,0
Chhattisgarh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Daman & Diu,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Delhi,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,7,0,0,0
Goa,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Gujarat,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,79,0,0,0
Haryana,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Jharkhand,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,0,0,0,0
Karnataka,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Kerala,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,1,0,18,136,19,24,0
Lakshadweep,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,0
Maharashtra,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,68,1,1,0
Manipur,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Meghalaya,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Mizoram,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Nagaland,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Odisha,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,2,0,0,0
Puducherry,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Punjab,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,4,0,0,0
Rajasthan,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,433,107,106,0
Sikkim,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,4,45,4,6,0
Tripura,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttarakhand,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
West Bengal,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,9,29,3,5,0
Andaman & Nicobar Islands,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,6,95,704,703,0
Arunachal Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Assam,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,2,0,0,0,0
Bihar,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,48,0,0,0
Chandigarh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,1,0,0,0
Chhattisgarh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,1,0
Dadra & Nagar Haveli,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Daman & Diu,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Delhi,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,7,0,0,0
Goa,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,0,0
Gujarat,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,78,0,0,0
Haryana,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,2,2,0
Jharkhand,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Karnataka,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,0,0
Kerala,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,12,129,24,24,0
Lakshadweep,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,1,0
Maharashtra,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,62,1,2,0
Manipur,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Meghalaya,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Mizoram,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Nagaland,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Odisha,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,2,0,0,0
Puducherry,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Punjab,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,4,0,0,0
Rajasthan,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,1,487,106,103,0
Sikkim,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,3,0,0,2,24,2,1,0
Tripura,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttarakhand,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
West Bengal,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,33,2,2,0
Andaman & Nicobar Islands,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,6,51,753,752,0
Arunachal Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Assam,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,2,0,0,0,0
Bihar,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,48,0,0,0
Chandigarh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,1,0,0,0
Chhattisgarh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,1,1,0
Dadra & Nagar Haveli,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Daman & Diu,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Delhi,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,7,0,0,0
Goa,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,0,0,0,0
Gujarat,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,77,0,0,0
Haryana,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,0,0,0
Jharkhand,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,6,3,0
Karnataka,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,0,0,0,0
Kerala,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,12,115,37,38,0
Lakshadweep,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,1,0
Madhya Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,0
Maharashtra,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,55,0,0,0
Manipur,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Meghalaya,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Mizoram,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Nagaland,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Odisha,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,1,2,0,0,0
Puducherry,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Punjab,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,4,0,0,0
Rajasthan,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,1,546,80,79,0
Sikkim,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,9,14,5,0
Tripura,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
Uttar Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,0,0
Uttarakhand,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0
West Bengal,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,7,30,2,2,0
Andaman & Nicobar Islands,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Assam,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Bihar,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chandigarh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Daman & Diu,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Delhi,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Goa,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
